std_smiles,std_units,std_relation,std_values,inchi_key
NCC1CCC(C(=O)O)CC1,ucm/s,=,7.83,GYDJEQRTZSCIOI-UHFFFAOYSA-N
O=c1cc(C2CCNCC2)o[nH]1,ucm/s,<,0.01,YYOYGSTYWVHCJR-UHFFFAOYSA-N
C#Cc1ccc(NC(=O)c2cnn3c(C)cc(C)nc23)cc1,ucm/s,=,6.0,HVZPJBKUFRREQC-UHFFFAOYSA-N
CC(=O)c1ccc(N2CCN(S(=O)(=O)c3ccc4c(c3)CC(=O)N4)CC2)cc1,ucm/s,=,14.6,IOWHNNUEAIMNRP-UHFFFAOYSA-N
O=C1Cc2cc(S(=O)(=O)N3CCN(c4ccc(O)cc4)CC3)ccc2N1,ucm/s,=,17.8,YCOCADXVPASJAM-UHFFFAOYSA-N
O=C1Cc2cc(S(=O)(=O)N3CCN(c4ccc(C(=O)O)cc4)CC3)ccc2N1,ucm/s,=,0.6,NRZVUWFRIGMPJL-UHFFFAOYSA-N
CC(=O)c1ccc(N2CCN(S(=O)(=O)c3cc4c(cc3Cl)NC(=O)C4)CC2)cc1,ucm/s,=,54.3,VLLUKRPQSNNZJT-UHFFFAOYSA-N
CCOP(=O)(OCC)C(Cc1ccc(F)c(F)c1)c1sc2ccccc2c1C,ucm/s,=,3.99,QVXXUZFSNZSAAQ-UHFFFAOYSA-N
Cc1c(C(Cc2ccc(F)c(F)c2)P(=O)(OC(C)C)OC(C)C)sc2ccccc12,ucm/s,=,0.075,DQBJKVNKQOHWGV-UHFFFAOYSA-N
CC1CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C(=O)O)C5CCC43C)C2C1C,ucm/s,=,2.9,YIMHGPSYDOGBPI-UHFFFAOYSA-N
CC(=O)OC1CCC2(C)C(CCC3(C)C2C(=O)C=C2C4C(C)C(C)CCC4(C)CCC23C)C1(C)C(=O)O,ucm/s,=,2.5,HMMGKOVEOFBCAU-UHFFFAOYSA-N
Cc1ccc2c(=O)c3cccc(CC(=O)O)c3oc2c1C,ucm/s,>,3.0,XGOYIMQSIKSOBS-UHFFFAOYSA-N
O=c1c2ccccc2oc2c(O)c(O)ccc12,ucm/s,=,19.4,YFVCSEXMOBEPQB-UHFFFAOYSA-N
CC1(C)CCc2cc3c(=O)c4ccccc4oc3c(O)c2O1,ucm/s,=,14.2,MLFQPQKMYSPJGK-UHFFFAOYSA-N
O=c1c2ccccc2oc2ccc(O)c(O)c12,ucm/s,=,15.2,XDBLKQQNHFWWHC-UHFFFAOYSA-N
COc1cc(C2Oc3ccc4c(=O)c5ccccc5oc4c3OC2CO)ccc1O,ucm/s,=,14.4,NPNAAJZAXIAJHN-UHFFFAOYSA-N
CN(C(=O)Cc1ccc(-n2cnnn2)cc1)C1CCN(Cc2ccc(C(F)(F)F)cc2)CC1,ucm/s,=,57.0,AZRVSANIIWCDJQ-UHFFFAOYSA-N
CC(C)(NC(=O)c1nc(-c2cccc(-c3ccc(N)nc3)c2)cnc1N)C1CCNCC1,ucm/s,=,0.0,PKLIOLRVZJABQL-UHFFFAOYSA-N
Cn1cc(-c2cccc(-c3cnc(N)c(C(=O)NC4C5CC6CC4CC(O)(C6)C5)n3)c2)cn1,ucm/s,=,28.0,KADWYJUBGMHRCN-UHFFFAOYSA-N
Cc1ccc(-c2cccc(-c3nn[nH]n3)c2)cc1,ucm/s,=,7.3,LSIHYXGBAHHPTI-UHFFFAOYSA-N
N#Cc1cccc(-c2cccc(-c3nn[nH]n3)c2)c1,ucm/s,<,0.3,SPYYLXWVVCYEME-UHFFFAOYSA-N
CC1NS(=O)(c2cccc(-c3cccc(C#N)c3)c2)=NC1=O,ucm/s,=,2.3,PQHNSUQAGOVBMN-UHFFFAOYSA-N
Cc1ccc(-c2cccc(S3(=O)=NC(=O)C(C)N3)c2)cc1,ucm/s,=,66.0,ITZBEQGOAOHOQM-UHFFFAOYSA-N
CCCC(CC1(C(=O)Nc2nnc(CC)s2)CCCC1)C(=O)O,ucm/s,=,9.0,FWXXCSISWQQOGS-UHFFFAOYSA-N
COCCC(CC1(C(=O)NC2(CO)Cc3ccccc3C2)CCCC1)C(=O)O,ucm/s,=,1.0,GQXPQLZHUYKTKG-UHFFFAOYSA-N
COCCC(CC1(C(=O)NCCCc2ccc(Cl)cc2)CCCC1)C(=O)O,ucm/s,=,12.0,UOGBJRPKRSUJRU-UHFFFAOYSA-N
COCCC(CC1(C(=O)NC2CC2c2ccc(OC)cc2)CCCC1)C(=O)O,ucm/s,=,7.0,WAFMGROHMCCENJ-UHFFFAOYSA-N
COCCC(CC1(C(=O)NCCCc2ccc(F)cc2)CCCC1)C(=O)O,ucm/s,=,12.0,MPWCDZKWKGSZCI-UHFFFAOYSA-N
Cc1c(CC(=O)O)c(-c2ccccc2)nn1Cc1ccccc1S(=O)(=O)c1ccccc1,ucm/s,=,13.0,IMFBZKHCNXKKLP-UHFFFAOYSA-N
Cc1nn(-c2cccc(NC(=O)C3CC3c3ccccc3)c2)c(C)c1CC(=O)O,ucm/s,=,3.0,MBBITTNSTABUAE-UHFFFAOYSA-N
Cc1nc(-n2ccc(O)cc2=O)sc1C(=O)NCc1ccccc1,ucm/s,=,7.0,FZWTUTSNVNMLPN-UHFFFAOYSA-N
Cc1nc(-n2ccc(O)cc2=O)sc1C(=O)NCc1ccc(F)cc1,ucm/s,=,9.0,KHIDEYHOVWAHBR-UHFFFAOYSA-N
Cc1nc(-n2ccc(O)cc2=O)sc1C(=O)NCc1ccc(F)c(F)c1,ucm/s,=,9.0,RQIVVIRLGLYLGN-UHFFFAOYSA-N
COc1ccn(-c2nc(C)c(C(=O)NCc3ccccc3)s2)c(=O)c1,ucm/s,=,15.0,QNEITNWZOMGSRC-UHFFFAOYSA-N
Cc1nc(-n2ccc(OCc3ccccc3)cc2=O)sc1C(=O)NCc1ccccc1,ucm/s,=,0.02,DIPVPFWFBPWNMR-UHFFFAOYSA-N
Cc1nc(-n2ccc(OCCC3CC3)cc2=O)sc1C(=O)NCc1ccccc1,ucm/s,=,0.05,HFVOEUOCDIYZFY-UHFFFAOYSA-N
Cc1nc(-n2ccc(C3CC3)cc2=O)sc1C(=O)NCc1ccccc1,ucm/s,=,28.0,HRSBVCJITWRGQF-UHFFFAOYSA-N
Cc1nc(-n2ccc(-c3ccccc3)cc2=O)sc1C(=O)NCc1ccccc1,ucm/s,=,1.0,CTBMGYGHXFJGEB-UHFFFAOYSA-N
Cc1nc(-n2ccc(CCc3ccccc3)cc2=O)sc1C(=O)NCc1ccccc1,ucm/s,=,0.6,GSPSPIYEHKAXTG-UHFFFAOYSA-N
Cc1nc(-n2ccc(OCc3cscn3)cc2=O)sc1C(=O)NCc1ccccc1,ucm/s,=,11.0,FYZZFGYHRGTQFW-UHFFFAOYSA-N
CC(C)CC(CO)Nc1nc(SC(C)c2cc(Cl)ccn2)nc2nc(N)sc12,ucm/s,=,1.0,IODWPMZCKDAIJU-UHFFFAOYSA-N
CC(C)CC(CO)Nc1nc(OCc2ccccc2)nc2[nH]c(=O)sc12,ucm/s,=,23.0,KJEUTTLHSRWQMD-UHFFFAOYSA-N
CC(C)CC(CO)Nc1nc(SC(C)c2ccccc2)nc2[nH]c(=O)sc12,ucm/s,=,20.0,IAGWEZFSRRPOSS-UHFFFAOYSA-N
CC(C)CC(CO)Nc1nc(SC(C)c2cc(Cl)ccn2)nc2[nH]c(=O)sc12,ucm/s,>,33.0,UDGYWARCEKJDIJ-UHFFFAOYSA-N
CC(C)CC(CO)Nc1nc(SCc2ccccn2)nc2nc(N)sc12,ucm/s,=,1.6,TXIZIPIJZWQRPG-UHFFFAOYSA-N
CC(C)CC(CO)Nc1nc(S(=O)(=O)Cc2ccccc2)nc2[nH]c(=O)sc12,ucm/s,=,1.0,SAJPPXKBUXNTKQ-UHFFFAOYSA-N
CCCC(CO)Nc1nc(SCc2ccccc2)nc2nc(N)sc12,ucm/s,=,6.0,LYZBESBXJHUNLT-UHFFFAOYSA-N
CC(C)(C)C(CO)Nc1nc(SCc2ccccc2)nc2nc(N)sc12,ucm/s,=,8.0,ZKLITWMNDRXOLR-UHFFFAOYSA-N
CC(C)CC(CO)Nc1nc([S+]([O-])Cc2ccccc2)nc2[nH]c(=O)sc12,ucm/s,=,1.0,QORPNJQYKGLIAV-UHFFFAOYSA-N
COc1ccc2c(OC3CC4C(=O)NC5(C(=O)NS(=O)(=O)C6(C)CC6)CC5C=CCCCCCC(=O)N4C3)cc(-c3nc(C(C)C)cs3)nc2c1C,ucm/s,=,11.1,DNQPGNZUSLIPIP-UHFFFAOYSA-N
COc1ccc2c(OC3CC4C(=O)NC5(C(=O)NS(=O)(=O)C6CC6)CC5C=CCCCCN(C)C(=O)N4C3)nc(-c3ccccc3)nc2c1C,ucm/s,=,26.0,LDCQPVCAPNJZDF-UHFFFAOYSA-N
COc1ccc(-c2nc(OC3CC4C(=O)NC5(C(=O)NS(=O)(=O)C6CC6)CC5C=CCCCCN(C)C(=O)N4C3)c3ccc(OC)c(C)c3n2)cc1,ucm/s,=,33.0,HGKVVKHCRLWEFA-UHFFFAOYSA-N
CCc1cnc(-c2ccc(C)cc2NC(=O)OC2CC3C(=O)NC4(C(=O)NS(=O)(=O)C5CC5)CC4C=CCCCCN(C)C(=O)C3C2)s1,ucm/s,=,15.0,ILIOGFZNQXRWIF-UHFFFAOYSA-N
CC(=O)Nc1nc2ccc(-c3ccc(N)nc3)cc2s1,ucm/s,=,46.0,WNYMKNYCLRXAIM-UHFFFAOYSA-N
CC(=O)Nc1nc2ccc(-c3cnc(N)c(C(F)(F)F)c3)cc2s1,ucm/s,=,16.0,WUEXEUOEWYMTKK-UHFFFAOYSA-N
CC(=O)Nc1cn2cc(-c3cnc(N)c(C(F)(F)F)c3)ccc2n1,ucm/s,=,40.0,TVUPSIBSWDXJGQ-UHFFFAOYSA-N
COc1cc(-c2ccc3nc(NC(C)=O)sc3c2)cnc1N,ucm/s,=,6.7,FFIJKEOXPCFSSY-UHFFFAOYSA-N
C=Cc1cc(C(NC(=O)NC(C)(C)C)C(=O)Nc2cccc(C(=O)NS(=O)(=O)c3ccc(C(F)(F)F)cc3)c2)ccc1Oc1cc(OC)nc(-c2ccccc2)n1,ucm/s,=,0.36,KGGMDNMLGKIVRP-UHFFFAOYSA-N
C=Cc1cc(C(NC(=O)OC(C)(C)C)C(=O)Nc2ccc(C(=O)NS(=O)(=O)c3ccc(C(F)(F)F)cc3)cc2)ccc1Oc1cc(OC)nc(-c2ccccc2)n1,ucm/s,=,5.7,BPHCFVNOQDUDLE-UHFFFAOYSA-N
C=Cc1cc(C(NC(=O)C(NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)Nc2cccc(C(=O)NS(=O)(=O)c3ccc(C(F)(F)F)cc3)c2)ccc1Oc1cc(OC)nc(-c2ccccc2)n1,ucm/s,=,9.7,JRYMIUUGCMGFQZ-UHFFFAOYSA-N
C=Cc1cc(C(NC(=O)OC(C)(C)C)C(=O)Nc2cccc(C(=O)NS(=O)(=O)c3ccc(C(F)(F)F)cc3)c2)ccc1Oc1cc(OC)nc(-c2ccccc2)n1,ucm/s,=,1.0,GLOZUFBHEVESCL-UHFFFAOYSA-N
C=CCCCS(=O)(=O)NC(=O)c1ccccc1NC(=O)C(NC(=O)OC(C)(C)C)c1ccc(Oc2cc(OC)nc(-c3ccccc3)n2)c(C=C)c1,ucm/s,=,1.0,NYVHQORNXOFOPS-UHFFFAOYSA-N
C=Cc1cc(C(NC(=O)OC(C)(C)C)C(=O)Nc2ccccc2C(=O)NS(=O)(=O)c2ccc(C(F)(F)F)cc2)ccc1Oc1cc(OC)nc(-c2ccccc2)n1,ucm/s,=,4.0,BFJAIYQABNCWFG-UHFFFAOYSA-N
OCCn1cc(-c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2)cn1,ucm/s,=,8.61,PDMUGYOXRHVNMO-UHFFFAOYSA-N
CN(C)CCOc1cnc2nnn(Cc3ccc4ncccc4c3)c2n1,ucm/s,=,25.9,XCECIQOQNJBRNC-UHFFFAOYSA-N
c1cnc2ccc(Cn3nnc4ncc(-c5cnn(CCN6CCCC6)c5)nc43)cc2c1,ucm/s,=,21.9,TZEHZNXZLKHMQY-UHFFFAOYSA-N
c1cnc2ccc(Cn3nnc4ncc(-c5cnn(C6CCNC6)c5)nc43)cc2c1,ucm/s,=,3.1,APDIXVQXPVLGGS-UHFFFAOYSA-N
Cc1cnc2nnn(Cc3ccc4ncccc4c3)c2n1,ucm/s,=,35.4,WJNDOCURIXGUPV-UHFFFAOYSA-N
Nc1cnc2nnn(Cc3ccc4ncccc4c3)c2n1,ucm/s,=,26.5,ROQBRRPMJTVERD-UHFFFAOYSA-N
CN(C)CCn1cc(-c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2)cn1,ucm/s,=,46.5,BWWZBAPDCWXGKS-UHFFFAOYSA-N
NC1CCN(c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2)C1,ucm/s,=,16.8,MPTVBCUATPSHDI-UHFFFAOYSA-N
c1cnc2ccc(Cn3nnc4ncc(-c5cnn(C6CCNCC6)c5)nc43)cc2c1,ucm/s,=,1.12,IFAQDDNLMPFIAG-UHFFFAOYSA-N
CCNc1cnc2nnn(Cc3ccc4ncccc4c3)c2n1,ucm/s,=,20.5,ZCPQOAVPCMNWRI-UHFFFAOYSA-N
O=C(O)Cn1cc(-c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2)cn1,ucm/s,=,0.003,QQVKHORPCQCCPA-UHFFFAOYSA-N
O=C1CCCN1CCn1cc(-c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2)cn1,ucm/s,=,21.9,MZJGVMSBISATEQ-UHFFFAOYSA-N
CN(C)CCNc1cnc2nnn(Cc3ccc4ncccc4c3)c2n1,ucm/s,=,2.08,FRGBZZPUEOIMQH-UHFFFAOYSA-N
OC1CCN(c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2)C1,ucm/s,=,24.1,DSXKHNQVXUJTRO-UHFFFAOYSA-N
Cn1cc(-c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2)cn1,ucm/s,=,11.8,NEXCQDVISDLHJA-UHFFFAOYSA-N
CC(C)(O)Cn1cc(-c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2)cn1,ucm/s,=,34.5,HTPDWACPZMDRRQ-UHFFFAOYSA-N
CN1CCN(c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2)CC1,ucm/s,=,25.1,YPNULYBRDBURME-UHFFFAOYSA-N
c1cnc2ccc(Cn3nnc4nccnc43)cc2c1,ucm/s,=,40.5,RLFXAXXSQHSTFS-UHFFFAOYSA-N
OCCNc1cnc2nnn(Cc3ccc4ncccc4c3)c2n1,ucm/s,=,2.79,HBZSJPZNEMQXCF-UHFFFAOYSA-N
Fc1ccc(Oc2nccc3[nH]ccc23)cc1,ucm/s,=,12.0,ISIATOZGACZZRA-UHFFFAOYSA-N
COc1cc2ccnc(Oc3ccc(F)cc3)c2cc1OC,ucm/s,=,6.0,AHHGHXFTQVZBPO-UHFFFAOYSA-N
Fc1ccc(Oc2ncnc3[nH]ccc23)cc1,ucm/s,=,18.0,OSVVWQSAPRHYFQ-UHFFFAOYSA-N
Fc1ccc(Oc2nccc3[nH]ccc23)c(F)c1,ucm/s,=,33.0,RELPPOJGGXOECP-UHFFFAOYSA-N
CCC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(F)cc3F)ccc2NC1=O,ucm/s,=,8.0,APXWBCMMYGRMJI-UHFFFAOYSA-N
COc1c(S(=O)(=O)Nc2ccc(C(F)(F)F)cc2)ccc2c1C(=O)NC(C)(C)C(=O)N2,ucm/s,=,7.0,FIPKJIHCLHYNTR-UHFFFAOYSA-N
COc1cc(S(=O)(=O)Nc2ccc(C(F)(F)F)cc2)cc2c1NC(=O)C(C)(C)NC2=O,ucm/s,=,12.0,RBDIMYQEYRAUBK-UHFFFAOYSA-N
Cc1c(S(=O)(=O)Nc2ccc(C(F)(F)F)cc2)ccc2c1C(=O)NC(C)(C)C(=O)N2,ucm/s,=,9.0,OLRFZSHQFMJUOB-UHFFFAOYSA-N
CCC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(C(F)(F)F)cc3F)ccc2NC1=O,ucm/s,=,9.0,HMLAPTUUKAUTCP-UHFFFAOYSA-N
CC1(C)NC(=O)c2c(ccc(S(=O)(=O)Nc3ccc(C(F)(F)F)cc3)c2F)NC1=O,ucm/s,=,4.0,ZDVUHWLVMSINFE-UHFFFAOYSA-N
CC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(C(F)(F)F)cc3)ccc2NC1=O,ucm/s,=,6.0,OBMARJCENXFSJY-UHFFFAOYSA-N
Cc1cc2c(cc1S(=O)(=O)Nc1ccc(C(F)(F)F)cc1)C(=O)NC(C)(C)C(=O)N2,ucm/s,=,7.0,HCLJUTUEYQNOIJ-UHFFFAOYSA-N
Cc1cc(S(=O)(=O)Nc2ccc(C(F)(F)F)cc2)cc2c1NC(=O)C(C)(C)NC2=O,ucm/s,=,7.0,QCJMDFKIYFAQGY-UHFFFAOYSA-N
CC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(F)cc3F)cc(C#N)c2NC1=O,ucm/s,=,3.0,CDCCCFITULCZBC-UHFFFAOYSA-N
CC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(C(F)(F)F)cc3)cc(F)c2NC1=O,ucm/s,=,14.0,YQMPRSFJKXDUSU-UHFFFAOYSA-N
CC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(C(F)(F)F)cc3)ncc2NC1=O,ucm/s,=,1.0,LUTVMHQKIDPSDK-UHFFFAOYSA-N
CCC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(F)cc3F)cc(Cl)c2NC1=O,ucm/s,=,35.0,FKMUEAUWXYPTIX-UHFFFAOYSA-N
CCC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(F)cc3F)cc(C)c2NC1=O,ucm/s,=,14.0,SIRRIKDYRHMZQE-UHFFFAOYSA-N
CCC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(F)cc3F)cc(C)c2NC1=O,ucm/s,=,9.0,SIRRIKDYRHMZQE-UHFFFAOYSA-N
CCC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(C)cc3C#N)cc(Cl)c2NC1=O,ucm/s,=,11.0,QPFDBNHOVKATIZ-UHFFFAOYSA-N
CCC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(C)cc3C#N)cc(Cl)c2NC1=O,ucm/s,=,14.0,QPFDBNHOVKATIZ-UHFFFAOYSA-N
COc1cc2c(cc1S(=O)(=O)Nc1ccc(C(F)(F)F)cc1)C(=O)NC(C)(C)C(=O)N2,ucm/s,=,1.0,DZMNRFGMWQDULH-UHFFFAOYSA-N
invalid_smiles,ucm/s,=,10.0,invalid_smiles
invalid_smiles,ucm/s,=,24.0,invalid_smiles
invalid_smiles,ucm/s,=,29.0,invalid_smiles
invalid_smiles,ucm/s,=,58.0,invalid_smiles
invalid_smiles,ucm/s,=,5.0,invalid_smiles
CC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(C(F)(F)F)cc3)cnc2NC1=O,ucm/s,=,10.0,PXUYMOXCPJMXMX-UHFFFAOYSA-N
CC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(F)cc3F)ccc2NC1=O,ucm/s,=,5.0,XJMKSFYAMIBDHI-UHFFFAOYSA-N
CC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(F)cc3F)cc(C(F)(F)F)c2NC1=O,ucm/s,=,46.0,FMCMCBJKCFGXPB-UHFFFAOYSA-N
CCC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(F)cc3F)cc(OC)c2NC1=O,ucm/s,=,22.0,IEFZPHRDOBHANI-UHFFFAOYSA-N
CC1CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C(=O)O)C5CCC43C)C2C1C,ucm/s,=,3.7,YIMHGPSYDOGBPI-UHFFFAOYSA-N
CC(=O)OC1CCC2(C)C(CCC3(C)C2C(=O)C=C2C4C(C)C(C)CCC4(C)CCC23C)C1(C)C(=O)O,ucm/s,=,3.1,HMMGKOVEOFBCAU-UHFFFAOYSA-N
COc1cc(CC(CO)C(CO)Cc2ccc(O)c(OC)c2)ccc1O,ucm/s,=,8.0,PUETUDUXMCLALY-UHFFFAOYSA-N
OCC(Cc1cccc(O)c1)C(CO)Cc1cccc(O)c1,ucm/s,=,7.7,DWONJCNDULPHLV-UHFFFAOYSA-N
O=C1OCC(Cc2cccc(O)c2)C1Cc1cccc(O)c1,ucm/s,=,13.7,HVDGDHBAMCBBLR-UHFFFAOYSA-N
CC1(c2cccc(-c3cccc(Cl)c3)c2)N=C(N)CCO1,ucm/s,=,2.1,DAWFJSNCVYTRMO-UHFFFAOYSA-N
COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3nc(C)sc32)cc1,ucm/s,=,18.0,YQFNSFOVYAQJAF-UHFFFAOYSA-N
COc1ccc(C2(c3cccc(-c4cccnc4)c3)N=C(N)CS2)cc1,ucm/s,=,19.0,JFLAZALMCCYJTK-UHFFFAOYSA-N
CC1(c2cccc(-c3cncnc3)c2)N=C(N)CCS1,ucm/s,=,21.0,JSYIAPKPQCPSGC-UHFFFAOYSA-N
COc1cccc(-c2cccc(C3(C)CSCC(N)=N3)c2)c1,ucm/s,=,7.3,KTKIYDOZUNZLBC-UHFFFAOYSA-N
CC1(c2cccc(-c3cncnc3)c2)N=C(N)c2ccccc2O1,ucm/s,=,31.0,UDZOLWLMXRBGHJ-UHFFFAOYSA-N
CC1(c2cccc(-c3cncnc3)c2)N=C(N)c2c(F)cccc2O1,ucm/s,=,39.0,ASMXERROSSALJP-UHFFFAOYSA-N
CC1(c2cccc(-c3cccnc3)c2)N=C(N)c2c(F)cccc2O1,ucm/s,=,23.0,IOXZOQBTPNNBOY-UHFFFAOYSA-N
COc1cccc(-c2cccc(C3(C)N=C(N)CCO3)c2)c1,ucm/s,=,13.0,KQMBMKYLPGWKDZ-UHFFFAOYSA-N
COc1cccc(-c2cccc(C3(C)COCC(N)=N3)c2)c1,ucm/s,=,20.0,UJJUBYHHIWOWQJ-UHFFFAOYSA-N
COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(N)n3nc(C)cc32)cc1,ucm/s,=,30.0,RUUJDLSJAYXIRG-UHFFFAOYSA-N
COc1cccc(-c2cccc(C3(C)N=C(N)CCS3)c2)c1,ucm/s,=,5.2,CCSFGKCXOLFWQZ-UHFFFAOYSA-N
COc1cccc(-c2cccc(C3(C)N=C(N)CN3C(C)=O)c2)c1,ucm/s,=,16.0,SQWQHNDHYHUWMQ-UHFFFAOYSA-N
COc1ccc(C2(c3cccc(-c4cccnc4)c3)CC(OC)C(N)=N2)cc1,ucm/s,=,34.0,XBWQSEBJKSPBBV-UHFFFAOYSA-N
COc1ccc(C2(c3cccc(-c4cccnc4)c3)CC(OC)C(N)=N2)cc1,ucm/s,=,7.2,XBWQSEBJKSPBBV-UHFFFAOYSA-N
COc1cccc(-c2cccc(C3(C)CCSC(N)=N3)c2)c1,ucm/s,=,72.0,XMHWIBGIDNZGAB-UHFFFAOYSA-N
COc1cccc(-c2cccc(C3(c4ccncc4)N=C(N)CS3)c2)c1,ucm/s,=,18.0,PEXWMBKSLYMVGI-UHFFFAOYSA-N
CC1(c2cccc(-c3cccnc3)c2)N=C(N)c2ccccc2O1,ucm/s,=,17.0,PTJBVABYDJDHNC-UHFFFAOYSA-N
CC1(c2cccc(-c3cncnc3)c2)N=C(N)c2ccccc2S1,ucm/s,=,39.0,LDYSTRCMWIEPSN-UHFFFAOYSA-N
COc1cccc(-c2cccc(C3(C)N=C(N)CS3)c2)c1,ucm/s,=,15.0,HQOFZPLMGHLAJL-UHFFFAOYSA-N
COc1ccc(C2(c3cccc(-c4cncnc4)c3)CCC(N)=N2)cc1,ucm/s,<,0.3,MLDNPVIFXVSEGX-UHFFFAOYSA-N
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3=CCC2(C)C1(O)C(=O)CO,ucm/s,=,11.2,ZYTXTXAMMDTYDQ-UHFFFAOYSA-N
COc1ccc(NC(=O)c2ccc(Cn3ccnn3)c3ccccc23)c(C(=O)NCC2CCCCC2)n1,ucm/s,=,0.19,LYYMDSUUZZBFPN-UHFFFAOYSA-N
COc1ccc(NC(=O)c2ccc(Cn3ccnn3)c3ccccc23)c(C(=O)NCC2CCC2)n1,ucm/s,=,0.96,MQYRXCMCOGGYRY-UHFFFAOYSA-N
O=C(NCC1CCOCC1)c1nc(OS(=O)(=O)CCC(F)(F)F)ccc1NC(=O)c1ccc(Cn2ccnn2)c2ccccc12,ucm/s,=,21.0,XQLXNZCIFOPSBV-UHFFFAOYSA-N
C[S+]([O-])Cc1ccc(C(=O)Nc2cccnc2C(=O)NCC2CCOCC2)c2ccccc12,ucm/s,=,26.0,ZOHCTKDFWBPLPP-UHFFFAOYSA-N
O=C(NCC1CCOCC1)c1ncccc1NC(=O)c1ccc(Cn2ccnn2)c2ccccc12,ucm/s,=,43.0,SBMZVMAQHHRTLR-UHFFFAOYSA-N
O=C(NCC1CCC1)c1nccnc1NC(=O)c1ccc(Cn2ccnn2)c2ccccc12,ucm/s,=,50.0,WGBXCFFEQOKHNE-UHFFFAOYSA-N
COc1ccc(NC(=O)c2ccc(C[S+](C)[O-])c3ccccc23)c(C(=O)NCC2CCOCC2)n1,ucm/s,=,35.0,RTEBTDAJVQZWBC-UHFFFAOYSA-N
C[S+]([O-])Cc1ccc(C(=O)Nc2ccc(OCCOCCO)nc2C(=O)NCC2CCC2)c2ccccc12,ucm/s,=,26.0,UBFBCNIBTXDRJO-UHFFFAOYSA-N
C[S+]([O-])Cc1ccc(C(=O)Nc2cccnc2C(=O)NCC2CCOCC2)c2ccccc12,ucm/s,=,23.0,ZOHCTKDFWBPLPP-UHFFFAOYSA-N
COc1ccc(NC(=O)c2ccc(Cn3ccnn3)c3ccccc23)c(C(=O)NCC2CCOCC2)n1,ucm/s,=,47.0,YVITVABZYDPMHU-UHFFFAOYSA-N
C[S+]([O-])Cc1ccc(C(=O)Nc2nccnc2C(=O)NCC2CCC2)c2ccccc12,ucm/s,=,9.0,RSYSXDBUOKOFIE-UHFFFAOYSA-N
C[S+]([O-])Cc1ccc(C(=O)Nc2nccnc2C(=O)NCC2CCC2)c2ccccc12,ucm/s,=,20.0,RSYSXDBUOKOFIE-UHFFFAOYSA-N
C[S+]([O-])Cc1ccc(C(=O)Nc2cccnc2C(=O)NCC2CCOCC2)c2ccccc12,ucm/s,=,0.61,ZOHCTKDFWBPLPP-UHFFFAOYSA-N
