std_smiles,std_units,std_relation,std_values,inchi_key
CN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(-c4ncn(C)n4)cc23)CC1,ucm/s,=,18.0,QHNXJRSEHMJHRM-UHFFFAOYSA-N
CCC1(C)NC(=O)c2cc(S(=O)(=O)N(C)c3ccccc3)ccc2NC1=O,ucm/s,=,36.0,NQSMOCNVMGUHFS-UHFFFAOYSA-N
CCC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccccc3)ccc2NC1=O,ucm/s,=,2.4,VCFIMVZQVDYSSN-UHFFFAOYSA-N
CCC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(C(F)(F)F)cc3)ccc2NC1=O,ucm/s,=,3.1,JNGAEUOTFLFHHQ-UHFFFAOYSA-N
CCC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccccc3Cl)ccc2NC1=O,ucm/s,=,6.4,NFKXWXGBYYQURZ-UHFFFAOYSA-N
CCC1(CC)CNc2ccc(S(=O)(=O)Nc3ccc(F)cc3F)cc2C(=O)N1,ucm/s,=,16.0,XFTZZHZOJPWGLO-UHFFFAOYSA-N
CCC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(OC(F)F)cc3)ccc2NC1=O,ucm/s,=,1.1,QBHUGPKPNMGAOH-UHFFFAOYSA-N
CCC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(Cl)cc3)ccc2NC1=O,ucm/s,=,5.5,NNLBWPQNPXPGSO-UHFFFAOYSA-N
CCC1(C)C(=O)Nc2ccc(S(=O)(=O)Nc3ccc(F)cc3F)cc2C(=O)N1C,ucm/s,=,8.1,QBMRCDGDWIRKMZ-UHFFFAOYSA-N
CCC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(F)cc3F)ccc2NC1=O,ucm/s,=,3.3,APXWBCMMYGRMJI-UHFFFAOYSA-N
CCC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(Cl)cc3)ccc2N(C)C1=O,ucm/s,=,20.0,BWADCEZQHAZYFA-UHFFFAOYSA-N
CCC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(OC)cc3)ccc2NC1=O,ucm/s,=,1.5,MDMMWSVMDMOFFW-UHFFFAOYSA-N
COc1ccc2c(C(=O)NCc3ccc(F)cc3)c(O)n(O)c(=O)c2c1,ucm/s,<,0.1,LQIFQLWSECZXKO-UHFFFAOYSA-N
Nc1ncnc2c1C(=O)N(c1ccc(-c3ccc(CC(=O)N4CCC(O)C4)cc3Cl)cc1)CCO2,ucm/s,=,1.1,VTNSDPJLVCGQSP-UHFFFAOYSA-N
CC(=O)N(C)Cc1ccc(-c2ccc(N3CCOc4ncnc(N)c4C3=O)cc2)c(Cl)c1,ucm/s,=,19.7,HNJCHUMOQKNHGB-UHFFFAOYSA-N
CC(=O)NCc1ccc(-c2ccc(N3CCOc4ncnc(N)c4C3=O)cc2)c(Cl)c1,ucm/s,=,14.5,BALRMJVERSQQLD-UHFFFAOYSA-N
CN(Cc1ccc(-c2ccc(N3CCOc4ncnc(N)c4C3=O)cc2)c(Cl)c1)S(C)(=O)=O,ucm/s,=,18.8,ASMVRNAHTINBOO-UHFFFAOYSA-N
CS(=O)(=O)NCc1ccc(-c2ccc(N3CCOc4ncnc(N)c4C3=O)cc2)c(Cl)c1,ucm/s,=,11.3,SPZVCHMMMLZZKV-UHFFFAOYSA-N
Nc1ncnc2c1C(=O)N(c1ccc(-c3ccc(Cn4cccnc4=O)cc3Cl)cc1)CCO2,ucm/s,=,2.0,WKIWXEOWGUTJDA-UHFFFAOYSA-N
Nc1ncnc2c1C(=O)N(c1ccc(-c3ccc(CN4CCC(O)C4=O)cc3Cl)cc1)CCO2,ucm/s,=,6.4,GIMSFPMDZZBLFX-UHFFFAOYSA-N
CN(Cc1ccc(-c2ccc(N3CCOc4ncnc(N)c4C3=O)cc2)c(Cl)c1)C(=O)CN,ucm/s,=,0.2,UVOBYROMONSXFN-UHFFFAOYSA-N
CN(Cc1ccc(-c2ccc(N3CCOc4ncnc(N)c4C3=O)cc2)c(Cl)c1)C(=O)CCN,ucm/s,=,0.3,KBKCRBHDADXORJ-UHFFFAOYSA-N
CN(Cc1ccc(-c2ccc(N3CCOc4ncnc(N)c4C3=O)cc2)c(Cl)c1)C(=O)CCCN,ucm/s,=,0.2,SNMPOOWTUXPFEX-UHFFFAOYSA-N
Nc1ncnc2c1C(=O)N(c1ccc(-c3ccccc3Cl)cc1)CCO2,ucm/s,=,32.5,SSYVJWDKKDSKBE-UHFFFAOYSA-N
N#Cc1ccc(-c2ccc(N3CCOc4ncnc(N)c4C3=O)cc2)c(Cl)c1,ucm/s,=,48.2,HVJQNZKHRZZYHJ-UHFFFAOYSA-N
Cc1ccc(-c2ccc(N3CCOc4ncnc(N)c4C3=O)cc2)c(Cl)c1,ucm/s,=,16.6,DWNNDINVVSFFKP-UHFFFAOYSA-N
Nc1ncnc2c1C(=O)N(c1ccc(-c3ccc(CO)cc3Cl)cc1)CCO2,ucm/s,=,16.8,JFMBLAABMHGIPC-UHFFFAOYSA-N
N#Cc1cccc(-c2ccc(N3CCOc4ncnc(N)c4C3=O)cc2)c1Cl,ucm/s,=,54.8,JGWIEHZNLZLGKQ-UHFFFAOYSA-N
Nc1ncnc2c1C(=O)N(c1ccc(-c3cc(Cl)ccc3Cl)cc1)CCO2,ucm/s,=,16.2,RTKGWVMREVEQPO-UHFFFAOYSA-N
Nc1ncnc2c1C(=O)N(c1ccc(-c3ccccc3)cc1)CCO2,ucm/s,>,10.0,BNHIULLIOZQPPH-UHFFFAOYSA-N
Cc1ccccc1-c1ccc(N2CCOc3ncnc(N)c3C2=O)cc1,ucm/s,>,10.0,NXMOSEKDRUULST-UHFFFAOYSA-N
Nc1ncnc2c1C(=O)N(c1ccc(-c3c(F)cccc3F)cc1)CCO2,ucm/s,>,10.0,ZLCNDVRYDBVYLO-UHFFFAOYSA-N
Nc1ncnc2c1C(=O)N(c1ccc(-c3ccccc3Cl)c(F)c1)CCO2,ucm/s,>,10.0,SSEQYIIHLZEZSG-UHFFFAOYSA-N
Cc1cccc(Cl)c1-c1ccc(N2CCOc3ncnc(N)c3C2=O)cc1,ucm/s,>,10.0,INQSPINWPQCYLS-UHFFFAOYSA-N
Nc1ncnc2c1C(=O)N(c1ccc(-c3c(F)cccc3F)c(F)c1)CCO2,ucm/s,>,10.0,LCRUINFYUIHFMU-UHFFFAOYSA-N
Nc1ncnc2c1C(=O)N(c1ccc(-c3ncccc3Cl)cc1)CCO2,ucm/s,>,10.0,QTQJHHORTFZVRP-UHFFFAOYSA-N
N#Cc1cccc(Cl)c1-c1ccc(N2CCOc3ncnc(N)c3C2=O)cc1,ucm/s,>,10.0,WMATUPRBHATHNK-UHFFFAOYSA-N
Nc1ncnc2c1C(=O)N(c1ccc(-c3ccccc3F)cc1)CCO2,ucm/s,>,10.0,ZWIZMLXNSSZFNG-UHFFFAOYSA-N
Cc1nn(-c2ccnc(Nc3ccc4c(c3)c(Cl)c(C)n4C)n2)cc1CN1CC(O)C1,ucm/s,=,2.7,XHZDAKAAKUZJHY-UHFFFAOYSA-N
Cc1nn(-c2ccnc(Nc3ccc4c(c3)c(Cl)c(C)n4C)n2)cc1CN1CCC(O)C1,ucm/s,=,6.2,UTJDBKKZHLMLTN-UHFFFAOYSA-N
Cc1nn(-c2ccnc(Nc3ccc4c(c3)c(C)c(C)n4C)n2)cc1CN1CC(O)C1,ucm/s,=,6.2,WVDKJJLIGILVRJ-UHFFFAOYSA-N
O=C(Nc1ccc(OC2CCC(C(=O)O)CC2)cc1F)c1nnc(Nc2cc(F)c(F)cc2F)o1,ucm/s,=,33.0,SKTLSADQZOHVDO-UHFFFAOYSA-N
CC(C)(C)CC(c1ccc(CC(=O)O)cc1-c1ccc(C(F)(F)F)cc1)N1CCC(C(F)(F)F)CC1,ucm/s,=,16.0,IUQFLLUDDADQCI-UHFFFAOYSA-N
CCCC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)C(C)c3ccccc3)CC2)nc1C,ucm/s,=,1.0,NYKDGMAQHBPJEP-UHFFFAOYSA-N
CCCC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)C3(c4ccccc4)CC3)CC2)nc1C,ucm/s,=,5.2,NKCDYNRFOWEPIB-UHFFFAOYSA-N
CCCC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)Cc3ccccc3Cl)CC2)nc1C,ucm/s,=,0.4,XSMLKZSDIOCRAB-UHFFFAOYSA-N
CCCC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)Cc3ccc(C)c(F)c3)CC2)nc1C,ucm/s,=,0.7,TVGWXIMBKUOORE-UHFFFAOYSA-N
CCCC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)Cc3ccc(F)cc3F)CC2)nc1C,ucm/s,=,0.3,WRIBCZHOWSHAQP-UHFFFAOYSA-N
CCCC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)Cc3ccc(C)cc3)CC2)nc1C,ucm/s,=,1.4,ASNANLLWWPHWLI-UHFFFAOYSA-N
CCCC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)Cc3ccc(Cl)cc3)CC2)nc1C,ucm/s,=,0.4,AIEZQZWTYKTYFP-UHFFFAOYSA-N
CCCC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)Cc3ccccc3)CC2)nc1C,ucm/s,=,0.3,KJISXCXUAKYGDC-UHFFFAOYSA-N
CCN1C(=O)c2ccccc2[S+]([O-])c2ccc(C(=O)NCc3ccc(OC)cc3)cc21,ucm/s,=,21.6,UFOYCFLCNQFALX-UHFFFAOYSA-N
CN1C(=O)c2ccccc2[S+]([O-])c2ccc(C(=O)NCCc3cccs3)cc21,ucm/s,=,18.8,YXLLQNMKIDBOGH-UHFFFAOYSA-N
NC(=O)C(Cc1ccccc1)NC(=O)C(N)Cc1ccccc1,ucm/s,=,0.12,XXPXQEQOAZMUDD-UHFFFAOYSA-N
Cc1ccccc1CC(NC(=O)C(N)Cc1ccccc1)C(N)=O,ucm/s,=,0.58,GLOHCSYXIQCSMI-UHFFFAOYSA-N
CN(C(=O)C(N)Cc1ccccc1)C(Cc1ccccc1)C(N)=O,ucm/s,=,9.0,DWMKCXGQQSHKOR-UHFFFAOYSA-N
CNC(=O)C(Cc1ccccc1)NC(=O)C(N)Cc1ccccc1,ucm/s,=,2.2,VKZHEBWHIAUPNW-UHFFFAOYSA-N
NC(=O)C(Cc1cccc(F)c1)NC(=O)C(N)Cc1ccccc1,ucm/s,=,1.5,AVCFCIDQOPUSIK-UHFFFAOYSA-N
NC(=O)C(Cc1ccccc1)NC(=O)C1NCCC1c1ccccc1,ucm/s,=,0.76,SHBYTXUAOAQZPN-UHFFFAOYSA-N
NC(=O)C1C(c2ccccc2)CCN1C(=O)C(N)Cc1ccccc1,ucm/s,=,3.6,MDHXNDICWFLLQE-UHFFFAOYSA-N
CC(N)(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(N)=O,ucm/s,=,18.4,MWOALLDDMYJYMA-UHFFFAOYSA-N
CC(c1ccccc1)C(NC(=O)C(N)Cc1ccccc1)C(N)=O,ucm/s,=,4.4,JNZMZFQJGGGBNU-UHFFFAOYSA-N
NC(=O)C(CCc1ccccc1)NC(=O)C(N)Cc1ccccc1,ucm/s,=,0.19,LGHUTVPNFHRBNO-UHFFFAOYSA-N
CC(Cc1ccccc1)(NC(=O)C(N)Cc1ccccc1)C(N)=O,ucm/s,=,20.4,MMCKDVRYGOZFPK-UHFFFAOYSA-N
NC(=O)C(Cc1ccccc1)NC(=O)C1NCCC1c1ccccc1,ucm/s,=,0.54,SHBYTXUAOAQZPN-UHFFFAOYSA-N
CC(c1ccccc1)C(NC(=O)C(N)Cc1ccccc1)C(N)=O,ucm/s,=,1.2,JNZMZFQJGGGBNU-UHFFFAOYSA-N
NC(=O)C1C(c2ccccc2)CCN1C(=O)C(N)Cc1ccccc1,ucm/s,=,0.58,MDHXNDICWFLLQE-UHFFFAOYSA-N
CNC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(N)=O,ucm/s,=,13.9,FDQKVVSGMVCGPK-UHFFFAOYSA-N
CCN1CCCC1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC,ucm/s,=,66.0,WAOQONBSWFLFPE-UHFFFAOYSA-N
COc1ccccc1N1CCN(CCN(C(=O)C2CCCCC2)c2ccccn2)CC1,ucm/s,=,38.0,SBPRIAGPYFYCRT-UHFFFAOYSA-N
Cn1cc(-c2ccc3c(c2)c(C2CCN(CCN4CCNC4=O)CC2)cn3-c2ccc(F)cc2)nn1,ucm/s,=,5.0,DUTDDZFCPPOWFH-UHFFFAOYSA-N
Cn1nnc(-c2ccc3c(c2)c(C2CCN(CCN4CCNC4=O)CC2)cn3-c2ccc(F)cc2)n1,ucm/s,=,12.0,USCDVFNXTCISHV-UHFFFAOYSA-N
Cc1cc(C)nc(N2CC3CN(C(=O)c4cccc(F)c4-n4nccn4)CC3C2)n1,ucm/s,=,62.3,RQCIXSIWGGVIAE-UHFFFAOYSA-N
Cc1cc(C)nc(N2CC3CN(C(=O)c4ccc(F)cc4-n4nccn4)CC3C2)n1,ucm/s,=,58.1,ILQWQOBQPYXUMR-UHFFFAOYSA-N
Cc1cc(C)nc(N2CC3CN(C(=O)c4c(F)cccc4-n4nccn4)CC3C2)n1,ucm/s,=,64.1,SQOCEMCKYDVLMM-UHFFFAOYSA-N
CC(c1ccc(Cl)cc1)N1C(=O)c2cc(I)ccc2N(CCCCC(=O)O)C(=O)C1c1ccc(Cl)cc1,ucm/s,=,7.34,VLOPNYYNACVDTC-UHFFFAOYSA-N
CC#Cc1ccc2c(c1)C(=O)N(C(C)c1ccc(Cl)cc1)C(c1ccc(Cl)cc1)C(=O)N2CCCCC(=O)O,ucm/s,=,19.9,POKSZIQBBZUBDJ-UHFFFAOYSA-N
CC(c1ccc(Cl)cc1)N1C(=O)c2cc(I)ccc2N(CCCCC(=O)O)C(=O)C1c1ccc(C(F)(F)F)cc1,ucm/s,=,10.3,MZNOXHQFXHQCRQ-UHFFFAOYSA-N
C#Cc1ccc2c(c1)C(=O)N(C(C)c1ccc(Cl)cc1)C(c1ccc(Cl)cc1)C(=O)N2CCCCC(=O)O,ucm/s,=,20.9,WRGLVOHNHGTKTI-UHFFFAOYSA-N
CC(C)(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1,ucm/s,=,0.1,MXFWWQICDIZSOA-UHFFFAOYSA-N
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,ucm/s,=,46.8,PJVWKTKQMONHTI-UHFFFAOYSA-N
CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,ucm/s,=,0.5,VMXUWOKSQNHOCA-UHFFFAOYSA-N
Nc1ccc2ccc(CCNCCc3cccc(Cl)c3)cc2n1,ucm/s,=,30.3,LTZZOZXCYRCKFV-UHFFFAOYSA-N
NC(=Nc1ccc(CCNCc2cccc(Cl)c2)cc1)c1cccs1,ucm/s,=,27.3,ZZVGLDBDDYESAB-UHFFFAOYSA-N
Nc1ccc2ccc(CCNCCc3cccc(F)c3)cc2n1,ucm/s,=,16.9,UAVGQDSBRIPETE-UHFFFAOYSA-N
Cc1ccc(C(=O)NC2CC2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,ucm/s,=,6.0,ZMAZXHICVRYLQN-UHFFFAOYSA-N
O=C1CC(=O)CC(C2CC2c2cc(C(F)(F)F)cc(C(F)(F)F)c2)C1,ucm/s,=,21.7,ZGNWACSWSPOQCW-UHFFFAOYSA-N
CC(Oc1cc(C(F)(F)F)cc(C(F)(F)F)c1)C1CC(=O)CC(=O)C1,ucm/s,=,24.1,FVEVQUBFQXFSNY-UHFFFAOYSA-N
Nc1cc(C(F)(F)F)c(-c2cc(Nc3cnc4ccccc4c3)nc(N3CCOCC3)n2)cn1,ucm/s,=,1.56,LVCJAUJVUSXEMD-UHFFFAOYSA-N
CC(C)c1nnc2ccc(-c3cn[nH]c3-c3cc(F)ccc3F)cn12,ucm/s,=,6.0,XQFBFBBFUGBKRH-UHFFFAOYSA-N
CC(C)c1nnc2ccc(-c3cnoc3-c3cc(F)ccc3F)cn12,ucm/s,=,41.0,BMAFABSRVLXVFC-UHFFFAOYSA-N
CC(C)c1nnc2ccc(-c3nc[nH]c3-c3cc(F)ccc3F)cn12,ucm/s,=,1.0,UIQOOHLUHZGTBA-UHFFFAOYSA-N
CC(C)c1nnc2ccc(-c3ocnc3-c3cc(F)ccc3F)cn12,ucm/s,=,43.0,UACOXBQBNWQWOK-UHFFFAOYSA-N
C1=CCOCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2ccc(o2)COC1,ucm/s,=,24.8,NNXDIGHYPZHXTR-UHFFFAOYSA-N
CC(C)(C)NS(=O)(=O)c1cncc(-c2ccc3nc(NC(=O)NCCn4nnc(C5CC5)n4)nn3c2)c1,ucm/s,=,0.08,CTMJHHLZQLYKLF-UHFFFAOYSA-N
CN(C)C(=O)CNC(=O)Nc1nc2ccc(-c3cncc(S(=O)(=O)NC(C)(C)C)c3)cn2n1,ucm/s,=,0.54,RXGDQEJCSZROIK-UHFFFAOYSA-N
CC(C)(C)NC(=O)Nc1nc(Cl)c(CCC2CCCCC2)n(CC(=O)Nc2ccccc2C(=O)NS(=O)(=O)c2ccc(C(F)(F)F)cc2)c1=O,ucm/s,=,0.12,QJCVSSMPWLUMQS-UHFFFAOYSA-N
CCCCCc1c(Cl)nc(NC(=O)NC(C)(C)C)c(=O)n1CC(=O)Nc1ccccc1C(=O)NS(=O)(=O)c1ccc(C(F)(F)F)cc1,ucm/s,=,0.04,MCUHOHGCPLAMGK-UHFFFAOYSA-N
CC(C)(C)NC(=O)Nc1nc(Cl)c(CCc2ccccc2)n(CC(=O)Nc2ccccc2C(=O)NS(=O)(=O)c2ccc(C(F)(F)F)cc2)c1=O,ucm/s,=,0.3,PFWRPAQOTTVGPB-UHFFFAOYSA-N
Cc1c(Cl)nc(NC(=O)NC(C)(C)C)c(=O)n1C(C(=O)Nc1ccccc1C(=O)NS(=O)(=O)c1ccc(C(F)(F)F)cc1)c1ccccc1,ucm/s,=,1.1,BGYVGBMNZKLZHM-UHFFFAOYSA-N
CC(C)(C)NC(=O)Nc1nc(Cl)c(-c2ccc(-c3cccnc3)cc2)n(CC(=O)Nc2ccccc2C(=O)NS(=O)(=O)c2ccc(C(F)(F)F)cc2)c1=O,ucm/s,=,7.0,ZALFYELKEPOBLO-UHFFFAOYSA-N
CC(C)(C)NC(=O)Nc1nc(Cl)c(COCc2ccccc2)n(CC(=O)Nc2ccccc2C(=O)NS(=O)(=O)c2ccc(C(F)(F)F)cc2)c1=O,ucm/s,=,4.0,HFDYLOIKNOEKTJ-UHFFFAOYSA-N
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,ucm/s,=,1.77,METKIMKYRPQLGS-UHFFFAOYSA-N
CC(C)NCC(O)COc1cccc2ccccc12,ucm/s,=,48.35,AQHHHDLHHXJYJD-UHFFFAOYSA-N
COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,ucm/s,=,5.15,OPXLLQIJSORQAM-UHFFFAOYSA-N
Cc1nc2ccccc2n1C,ucm/s,=,9.03,PJQIBTFOXWGAEN-UHFFFAOYSA-N
Cn1c(=S)[nH]c2ccccc21,ucm/s,=,8.14,CDNHLXOFELOEOL-UHFFFAOYSA-N
CSc1nc2ccccc2n1C,ucm/s,=,7.12,WXOHRQAMBKXWME-UHFFFAOYSA-N
Cn1c(=S)[nH]c2cc(Cl)ccc21,ucm/s,=,6.92,WLOTVFRYXAJOSM-UHFFFAOYSA-N
CSc1nc2cc(Cl)ccc2n1C,ucm/s,=,7.59,AGJUGSILXZJETL-UHFFFAOYSA-N
Cc1nc2ccc(Cl)cc2n1C,ucm/s,=,7.8,PXHZAFCSTGGQSG-UHFFFAOYSA-N
Cn1c(=S)[nH]c2ccc(Cl)cc21,ucm/s,=,14.1,XRYCITIXNWOZBI-UHFFFAOYSA-N
CSc1nc2ccc(Cl)cc2n1C,ucm/s,=,7.77,AMCIMMIDZHZXAQ-UHFFFAOYSA-N
Cc1nc2cc(Cl)c(Cl)cc2n1C,ucm/s,=,7.98,ZLJHHGSEAITOGJ-UHFFFAOYSA-N
CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,ucm/s,=,3.14,HXHWSAZORRCQMX-UHFFFAOYSA-N
CCN(CC)C(=O)COC(=O)c1ccc2nc(C(F)(F)F)n(C)c2c1,ucm/s,=,15.37,ZUFVFYGHUDQSLJ-UHFFFAOYSA-N
Cn1c(N)nc2cc(Cl)ccc21,ucm/s,=,5.21,QZDYOBDSZXQLIW-UHFFFAOYSA-N
CNC(=O)c1ccc2nc(C(F)(F)F)n(C)c2c1,ucm/s,=,14.58,XIXPZNZYGWXJSZ-UHFFFAOYSA-N
COC(=O)c1ccc2nc(C(F)(F)F)n(C)c2c1,ucm/s,=,39.25,NDGCUMRRSSZHCL-UHFFFAOYSA-N
Cn1c(C(F)(F)F)nc2ccc(C(=O)O)cc21,ucm/s,=,5.09,BEVLOLVLTQBSTJ-UHFFFAOYSA-N
COC(=O)c1ccc2nc(C(F)(F)F)[nH]c2c1,ucm/s,=,32.69,PHZVAKSKMBVEHM-UHFFFAOYSA-N
COC(=O)c1ccc2c(c1)nc(C(F)(F)F)n2C,ucm/s,=,26.66,VHQDSLJGZYEVRX-UHFFFAOYSA-N
CCN(CC)C(=O)COC(=O)c1ccc2c(c1)nc(C(F)(F)F)n2C,ucm/s,=,21.94,XUAOXWXLVASZNU-UHFFFAOYSA-N
O=C(O)c1ccc2nc(C(F)(F)F)[nH]c2c1,ucm/s,=,0.57,KGOXEOVTUNSMPR-UHFFFAOYSA-N
Cn1c(C(F)(F)F)nc2cc(C(=O)O)ccc21,ucm/s,=,9.83,HTJCOPJZCYJCMM-UHFFFAOYSA-N
CC1(CS(=O)(=O)N2CCN(c3ncc(OCc4ccc(C(F)(F)F)o4)cn3)CC2)NC(=O)NC1=O,ucm/s,=,9.0,VUNVHTRIAQAVIJ-UHFFFAOYSA-N
CC1(CS(=O)(=O)N2CCC(Oc3ccc(OC(F)(F)C(F)F)cc3)CC2)NC(=O)NC1=O,ucm/s,=,21.0,SBVAXUGOISPYPX-UHFFFAOYSA-N
COc1ncc(-c2cc3c(-c4ccncc4)ncnc3s2)cc1NS(=O)(=O)c1ccc(F)cc1F,ucm/s,=,5.6,IHWMYZQUTPMTII-UHFFFAOYSA-N
O=S(=O)(Nc1cc(-c2cc3c(-c4ccncc4)ncnc3s2)cnc1Cl)c1ccc(F)cc1F,ucm/s,=,4.8,OGUIPHCQISNMKY-UHFFFAOYSA-N
Fc1ccc(CNc2cccc3[nH]c(C(F)(F)F)nc23)cc1,ucm/s,=,1.5,AFCGITZRNNYNKV-UHFFFAOYSA-N
c1ccn2c(Sc3ncnc4sccc34)nnc2c1,ucm/s,=,50.0,YIPSLXATRNOJHZ-UHFFFAOYSA-N
CN(C)CCC(Oc1ccc(NC(=O)Nc2ccc3c(ccn3C)c2)cc1)c1ccccc1,ucm/s,=,5.8,ZBOLBANDASCDQQ-UHFFFAOYSA-N
COc1ccc(NC(=O)Nc2ccc(OC(CCN(C)C)c3ccccc3)cc2)cc1Cl,ucm/s,=,7.5,GYHKHLIPGJBUBR-UHFFFAOYSA-N
CN(C)CCC(Oc1ccc(NC(=O)c2ccc(Cl)c(Cl)c2)cc1)c1ccccc1,ucm/s,=,11.3,BUYDDOSUPDRQLT-UHFFFAOYSA-N
Cc1ccc(C(=O)Nc2ccc(OC(CCN(C)C)c3ccccc3)cc2)cc1Cl,ucm/s,=,19.9,FDLYZRZFIQWFJX-UHFFFAOYSA-N
C=C1c2ccccc2C(=O)N(C)c2ccc(O)cc21,ucm/s,>=,20.0,VGQGXKVPVNOLEN-UHFFFAOYSA-N
CN1CCC(NC(=O)Nc2ccc(C#N)cc2)CC1c1nc2ccccc2[nH]1,ucm/s,=,5.98,SFNSLLSYNZWZQG-UHFFFAOYSA-N
O=C(NC1CCCC(c2nc3ccccc3[nH]2)C1)c1ccc2c(c1)OCCO2,ucm/s,=,85.0,BLFYHCYJCRNVIH-UHFFFAOYSA-N
COc1cc(N2CCOCC2)ccc1-c1nc2ncc(Cl)c(NC3C4C=CC(C4)C3C(N)=O)c2[nH]1,ucm/s,=,16.3,ILSYFQQNAQIMBK-UHFFFAOYSA-N
COc1cc(N2CCN(C)CC2)ccc1-c1nc2ncc(Cl)c(NC3C4C=CC(C4)C3C(N)=O)c2[nH]1,ucm/s,=,5.0,MZGDIKYASHMRSG-UHFFFAOYSA-N
COc1cc(CN2CCOCC2)ccc1-c1nc2ncc(Cl)c(NC3C4C=CC(C4)C3C(N)=O)c2[nH]1,ucm/s,=,10.8,QXOZRBMOILEYGU-UHFFFAOYSA-N
COc1cc(CN2CCN(C)CC2)ccc1-c1nc2ncc(Cl)c(NC3C4C=CC(C4)C3C(N)=O)c2[nH]1,ucm/s,=,2.7,CAIAMTHZGVFCNA-UHFFFAOYSA-N
O=C(NCc1ccncn1)c1ccc(Oc2ccc(C#CC3(O)CN4CCC3CC4)cc2)cc1,ucm/s,=,6.7,YNSKBMXZDCLQIV-UHFFFAOYSA-N
O=C(NC1CCCS(=O)(=O)C1)c1ccc(Oc2ccc(C#CC3(O)CN4CCC3CC4)cc2)cc1,ucm/s,=,1.3,IOEYWFCDGXVEFG-UHFFFAOYSA-N
Cc1cc(CN(C)C(=O)c2ccc(Oc3ccc(C#CC4(O)CN5CCC4CC5)cc3)cc2)on1,ucm/s,=,8.2,HVWVSAVLGKOEBY-UHFFFAOYSA-N
CNC(=O)c1ccc(Oc2ccc(C#CC3(O)CN4CCC3CC4)cc2)cc1,ucm/s,=,23.0,CWFNNQMBLVACQD-UHFFFAOYSA-N
CN1CCC(NC(=O)c2ccc(Oc3ccc(C#CC4(O)CN5CCC4CC5)cc3)cc2)CC1,ucm/s,=,0.3,RMPYEISUTHEMLW-UHFFFAOYSA-N
CN(C(=O)c1c(F)cccc1Cl)c1ccc(-c2cc(C(N)=O)ccc2Cl)cc1OCC(F)(F)F,ucm/s,=,32.2,NVMQCZDBIJGVBJ-UHFFFAOYSA-N
CN(C(=O)c1c(F)cccc1Cl)c1ncc(-c2cc(C(N)=O)ccc2Cl)cc1OCC(F)(F)F,ucm/s,=,5.9,LQCBFNJADLRCSO-UHFFFAOYSA-N
N=C(N)SCc1cccc2c1oc1c(CSC(=N)N)cccc12,ucm/s,<,0.1,DYFMZELGKHUTCS-UHFFFAOYSA-N
N=C(N)SCc1cccc2c1sc1c(CSC(=N)N)cccc12,ucm/s,<,0.1,PBSGJCSAGDEPIR-UHFFFAOYSA-N
N=C(N)SCc1cc(F)ccc1Sc1ccc(F)cc1CSC(=N)N,ucm/s,=,0.4,UTMWAIBVJNMOFA-UHFFFAOYSA-N
N=C(N)SCc1ccccc1Sc1cc(F)c(F)cc1CSC(=N)N,ucm/s,=,1.3,CMMRFQALGJBNQE-UHFFFAOYSA-N
Cc1ccc(Sc2ccccc2CSC(=N)N)c(CSC(=N)N)c1,ucm/s,=,1.5,BHQRWNYLGUZQNK-UHFFFAOYSA-N
N=C(N)SCc1cc(F)ccc1Sc1cc(F)c(F)cc1CSC(=N)N,ucm/s,<,0.1,FNXDTKKOGLILRY-UHFFFAOYSA-N
